person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
27.0,male,Bachelor,31108.0,5,RENT,DEBTCONSOLIDATION,11.67,0.05,4.0,No,27,280000,864
24.0,female,Associate,53819.0,0,RENT,EDUCATION,15.58,0.24,4.0,No,27,265000,817
23.0,male,Associate,76057.0,1,RENT,MEDICAL,15.72,0.21,4.0,No,31,334000,897
33.0,male,Bachelor,40500.0,10,RENT,DEBTCONSOLIDATION,14.49,0.2,11.0,No,26,297500,953
23.0,male,Master,59883.0,0,MORTGAGE,DEBTCONSOLIDATION,9.03,0.17,2.0,No,32,342000,890
29.0,female,Bachelor,37902.0,4,RENT,MEDICAL,10.96,0.47,7.0,No,28,310000,922
25.0,female,Associate,70035.0,1,MORTGAGE,HOMEIMPROVEMENT,13.12,0.36,5.0,No,29,311500,895
30.0,female,Bachelor,139867.0,5,RENT,MEDICAL,12.72,0.03,8.0,No,29,331500,952
36.0,male,Bachelor,88674.0,10,RENT,PERSONAL,15.55,0.11,12.0,No,27,332500,1026
28.0,male,High School,34886.0,6,RENT,MEDICAL,15.83,0.14,7.0,No,29,316000,908
25.0,female,Associate,43536.0,5,RENT,PERSONAL,15.4,0.15,4.0,No,29,307000,882
22.0,female,Bachelor,36869.0,0,RENT,EDUCATION,13.19,0.16,4.0,No,31,321500,864
32.0,male,High School,54142.0,8,RENT,VENTURE,10.85,0.28,8.0,No,26,295500,947
27.0,male,Bachelor,53571.0,6,RENT,MEDICAL,14.31,0.1,7.0,No,29,314000,902
48.0,male,Associate,12644.0,26,RENT,VENTURE,9.79,0.21,20.0,No,23,328500,1190
23.0,male,Bachelor,36932.0,0,RENT,PERSONAL,15.46,0.16,3.0,No,29,305500,877
23.0,female,High School,53571.0,0,RENT,MEDICAL,6.47,0.09,4.0,No,29,297500,854
30.0,female,Master,60657.0,5,MORTGAGE,MEDICAL,12.85,0.03,7.0,No,29,338000,971
28.0,female,Bachelor,19066.0,5,RENT,HOMEIMPROVEMENT,14.71,0.21,10.0,No,28,309500,921
28.0,male,High School,66109.0,9,RENT,MEDICAL,15.88,0.15,9.0,No,29,326500,938
26.0,male,High School,22984.0,4,RENT,DEBTCONSOLIDATION,10.35,0.37,5.0,No,28,302000,898
27.0,male,Master,40781.0,4,RENT,PERSONAL,9.99,0.22,7.0,No,30,335500,931
24.0,female,High School,94441.0,2,MORTGAGE,HOMEIMPROVEMENT,15.62,0.21,4.0,No,28,290500,864
34.0,female,Bachelor,37163.0,11,RENT,MEDICAL,7.13,0.1,6.0,No,27,318500,983
30.0,female,High School,16733.0,9,RENT,PERSONAL,13.71,0.24,7.0,No,29,326000,936
25.0,female,Associate,60090.0,4,RENT,MEDICAL,14.72,0.1,2.0,No,26,250000,801
23.0,male,High School,54979.0,0,RENT,PERSONAL,10.41,0.26,4.0,No,31,337500,907
25.0,male,Bachelor,67364.0,4,RENT,EDUCATION,11.01,0.25,5.0,No,29,314500,903
22.0,male,High School,13865.0,0,RENT,HOMEIMPROVEMENT,8.92,0.27,4.0,No,31,333000,895
23.0,male,Associate,53716.0,1,RENT,PERSONAL,10.99,0.1,2.0,No,28,277000,824
31.0,male,Bachelor,41752.0,5,RENT,DEBTCONSOLIDATION,14.55,0.14,8.0,No,27,303500,936
25.0,female,High School,29767.0,0,RENT,HOMEIMPROVEMENT,10.66,0.36,2.0,No,30,319500,887
25.0,male,Bachelor,66866.0,1,RENT,VENTURE,11.5,0.3,4.0,No,29,309500,889
26.0,male,Master,60979.0,3,RENT,EDUCATION,11.01,0.31,3.0,No,30,335000,930
26.0,female,High School,17100.0,4,RENT,HOMEIMPROVEMENT,13.89,0.46,5.0,No,28,298500,888
34.0,male,High School,58424.0,13,RENT,PERSONAL,13.08,0.12,8.0,No,27,323000,996
35.0,male,Bachelor,53820.0,16,RENT,MEDICAL,13.91,0.04,10.0,No,29,358000,1028
25.0,female,Master,65759.0,2,RENT,HOMEIMPROVEMENT,16.45,0.09,4.0,No,29,303500,872
33.0,male,Master,65922.0,9,RENT,HOMEIMPROVEMENT,18.61,0.24,10.0,No,30,357000,991
37.0,female,Bachelor,59794.0,15,RENT,DEBTCONSOLIDATION,17.82,0.26,11.0,No,26,324000,1038
27.0,male,Associate,53522.0,6,RENT,VENTURE,14.71,0.19,6.0,No,30,332000,922
27.0,male,High School,15219.0,7,RENT,DEBTCONSOLIDATION,9.7,0.37,8.0,No,27,279000,861
45.0,male,Associate,72642.0,18,RENT,EDUCATION,9.71,0.35,17.0,No,23,308500,1117
26.0,female,High School,69999.0,0,RENT,MEDICAL,10.28,0.24,5.0,No,28,295000,877
37.0,male,Associate,54035.0,18,RENT,PERSONAL,14.02,0.11,15.0,No,26,316500,1014
33.0,female,Associate,44175.0,12,RENT,PERSONAL,11.73,0.09,7.0,No,29,350500,1007
23.0,male,High School,19196.0,0,RENT,VENTURE,12.43,0.13,3.0,No,29,295500,849
31.0,female,Bachelor,66049.0,10,RENT,PERSONAL,13.24,0.15,9.0,No,30,348500,968
29.0,male,Master,95803.0,3,RENT,DEBTCONSOLIDATION,15.11,0.12,7.0,No,29,327000,939
26.0,male,High School,42945.0,3,RENT,DEBTCONSOLIDATION,10.76,0.34,3.0,No,28,289500,861
24.0,male,Associate,51925.0,3,RENT,DEBTCONSOLIDATION,8.52,0.2,3.0,No,30,313500,870
30.0,male,Associate,32851.0,7,RENT,EDUCATION,9.17,0.27,9.0,No,27,307000,947
29.0,male,High School,56013.0,6,RENT,EDUCATION,16.32,0.09,8.0,No,29,335000,962
28.0,male,Associate,24186.0,6,RENT,PERSONAL,13.13,0.2,7.0,No,30,333000,925
28.0,female,Associate,117229.0,5,RENT,VENTURE,14.69,0.3,6.0,No,28,304500,906
25.0,female,Associate,92814.0,2,MORTGAGE,EDUCATION,13.95,0.16,2.0,No,30,319500,887
25.0,male,Bachelor,150806.0,3,MORTGAGE,MEDICAL,12.88,0.08,3.0,No,27,275000,848
25.0,male,Bachelor,59808.0,3,MORTGAGE,MEDICAL,13.15,0.08,3.0,No,26,254500,815
32.0,female,High School,48023.0,6,RENT,DEBTCONSOLIDATION,11.21,0.15,5.0,No,25,271000,903
24.0,male,Bachelor,68023.0,2,RENT,MEDICAL,20.0,0.32,4.0,No,27,276500,853
24.0,female,Associate,52007.0,3,RENT,DEBTCONSOLIDATION,16.89,0.19,3.0,No,29,308500,886
24.0,male,Bachelor,48259.0,1,RENT,MEDICAL,15.63,0.31,3.0,No,28,285500,849
27.0,male,Bachelor,71693.0,8,RENT,MEDICAL,8.41,0.04,9.0,No,30,332000,922
32.0,male,Bachelor,38350.0,10,RENT,MEDICAL,14.75,0.09,11.0,No,29,339500,975
25.0,male,High School,71793.0,5,RENT,MEDICAL,13.03,0.09,2.0,No,28,294500,876
25.0,female,Master,39705.0,2,MORTGAGE,HOMEIMPROVEMENT,16.45,0.06,3.0,No,28,291500,867
26.0,male,High School,70429.0,3,RENT,DEBTCONSOLIDATION,10.64,0.28,4.0,No,31,341000,916
30.0,female,Associate,45526.0,8,RENT,EDUCATION,10.05,0.26,7.0,No,24,243500,845
37.0,female,Doctorate,28420.0,14,RENT,EDUCATION,13.21,0.35,15.0,No,28,345500,1028
22.0,male,Master,43867.0,0,RENT,HOMEIMPROVEMENT,11.27,0.05,3.0,No,32,349500,910
25.0,male,Bachelor,31084.0,2,RENT,EDUCATION,8.41,0.31,6.0,No,30,316500,879
28.0,male,High School,46714.0,6,RENT,EDUCATION,13.5,0.11,6.0,No,26,281000,900
23.0,male,High School,67912.0,4,RENT,EDUCATION,16.69,0.27,4.0,No,30,320000,888
25.0,male,Associate,44239.0,1,MORTGAGE,DEBTCONSOLIDATION,14.91,0.16,4.0,No,30,324000,900
25.0,male,High School,106619.0,1,MORTGAGE,DEBTCONSOLIDATION,14.65,0.08,5.0,No,25,241000,803
24.0,female,Master,90837.0,3,RENT,VENTURE,10.33,0.28,4.0,No,32,347000,903
25.0,male,Associate,30799.0,3,RENT,HOMEIMPROVEMENT,15.61,0.17,4.0,No,29,313500,900
28.0,female,Master,44221.0,8,MORTGAGE,DEBTCONSOLIDATION,8.18,0.15,9.0,No,29,319500,918
22.0,male,High School,89747.0,0,MORTGAGE,VENTURE,8.91,0.11,3.0,No,31,323000,868
28.0,female,Master,37022.0,3,RENT,HOMEIMPROVEMENT,17.13,0.16,6.0,No,29,326000,936
29.0,female,Doctorate,141611.0,8,MORTGAGE,PERSONAL,13.55,0.08,8.0,No,28,306000,910
29.0,male,Bachelor,111378.0,7,MORTGAGE,MEDICAL,16.32,0.03,7.0,No,28,318500,947
33.0,male,Bachelor,130451.0,8,MORTGAGE,DEBTCONSOLIDATION,12.48,0.04,12.0,No,26,293000,939
31.0,male,Bachelor,58569.0,5,RENT,PERSONAL,14.53,0.26,6.0,No,25,272000,906
26.0,female,Bachelor,54001.0,4,RENT,PERSONAL,13.99,0.09,4.0,No,29,315000,905
23.0,male,Bachelor,20209.0,1,MORTGAGE,DEBTCONSOLIDATION,11.14,0.28,3.0,No,30,318500,884
35.0,female,Bachelor,69289.0,16,RENT,EDUCATION,11.04,0.09,12.0,No,29,364000,1045
23.0,male,Bachelor,15100.0,0,RENT,DEBTCONSOLIDATION,8.87,0.4,4.0,No,32,343500,894
25.0,male,High School,74314.0,2,RENT,MEDICAL,16.62,0.34,3.0,No,29,311500,895
29.0,male,Associate,68194.0,4,MORTGAGE,MEDICAL,12.41,0.12,6.0,No,29,330500,949
38.0,male,Associate,35576.0,16,RENT,PERSONAL,14.64,0.27,13.0,No,25,314000,1046
24.0,female,Associate,92397.0,0,MORTGAGE,EDUCATION,12.63,0.16,3.0,No,26,256500,822
24.0,female,High School,47814.0,1,RENT,DEBTCONSOLIDATION,10.78,0.27,4.0,No,30,318500,884
25.0,female,Associate,36013.0,3,RENT,MEDICAL,11.69,0.11,3.0,No,27,282500,871
32.0,male,Master,41917.0,13,RENT,HOMEIMPROVEMENT,6.96,0.18,7.0,No,29,345000,991
28.0,male,High School,150668.0,4,MORTGAGE,DEBTCONSOLIDATION,11.99,0.03,9.0,No,24,238500,828
27.0,male,High School,53580.0,4,RENT,DEBTCONSOLIDATION,10.65,0.25,7.0,No,26,274000,878
28.0,male,Associate,99546.0,5,RENT,VENTURE,20.0,0.17,7.0,No,29,329500,946
26.0,female,Associate,24351.0,1,RENT,HOMEIMPROVEMENT,10.43,0.36,4.0,No,29,305000,876
31.0,female,High School,72617.0,7,MORTGAGE,EDUCATION,12.69,0.08,8.0,No,28,316000,940
25.0,female,Bachelor,17441.0,5,RENT,HOMEIMPROVEMENT,11.1,0.46,5.0,No,31,338000,908
24.0,male,High School,45445.0,0,RENT,PERSONAL,8.9,0.18,4.0,No,31,330000,887
22.0,male,Bachelor,71885.0,0,MORTGAGE,EDUCATION,9.22,0.07,2.0,No,32,343000,893
27.0,male,Bachelor,36851.0,5,RENT,VENTURE,12.45,0.39,7.0,No,31,346500,931
27.0,female,High School,158393.0,7,MORTGAGE,HOMEIMPROVEMENT,15.15,0.08,7.0,No,27,276000,851
29.0,female,Master,87481.0,3,RENT,HOMEIMPROVEMENT,10.64,0.27,8.0,No,28,310000,922
38.0,female,High School,63595.0,15,MORTGAGE,DEBTCONSOLIDATION,14.73,0.1,12.0,No,27,344500,1063
23.0,male,Bachelor,65795.0,0,RENT,EDUCATION,11.54,0.15,4.0,No,30,312000,866
26.0,female,Associate,65115.0,5,RENT,VENTURE,11.63,0.06,6.0,No,30,328000,911
21.0,female,Bachelor,22672.0,0,RENT,DEBTCONSOLIDATION,7.9,0.13,2.0,No,32,333000,867
26.0,female,Associate,71727.0,0,MORTGAGE,DEBTCONSOLIDATION,6.94,0.07,4.0,No,29,317000,910
28.0,female,Associate,15407.0,2,MORTGAGE,DEBTCONSOLIDATION,10.44,0.21,9.0,No,28,313500,933
24.0,female,Bachelor,31003.0,2,RENT,VENTURE,11.67,0.32,4.0,No,31,334000,897
22.0,male,High School,25183.0,0,RENT,MEDICAL,11.35,0.2,3.0,No,29,288000,827
26.0,female,Bachelor,65622.0,3,RENT,DEBTCONSOLIDATION,16.52,0.38,4.0,No,27,277500,856
26.0,male,Associate,39351.0,7,RENT,MEDICAL,15.91,0.22,3.0,No,29,305500,877
25.0,female,High School,50008.0,1,RENT,DEBTCONSOLIDATION,11.03,0.17,4.0,No,28,284000,845
29.0,male,Associate,34741.0,8,RENT,DEBTCONSOLIDATION,10.2,0.27,5.0,No,30,343500,954
23.0,female,Bachelor,47229.0,2,RENT,EDUCATION,11.56,0.28,4.0,No,29,289500,831
29.0,female,Bachelor,73055.0,9,RENT,DEBTCONSOLIDATION,13.47,0.34,11.0,No,29,322000,925
37.0,female,Associate,130367.0,18,MORTGAGE,HOMEIMPROVEMENT,12.62,0.12,13.0,No,26,314500,1008
30.0,male,Bachelor,41338.0,7,RENT,MEDICAL,15.49,0.33,10.0,No,30,345500,959
36.0,female,Associate,54001.0,15,RENT,MEDICAL,10.59,0.03,13.0,No,27,337000,1040
35.0,male,Bachelor,13243.0,10,RENT,EDUCATION,9.27,0.25,12.0,No,27,326000,1006
27.0,male,Bachelor,37043.0,1,RENT,DEBTCONSOLIDATION,14.09,0.35,7.0,No,29,320000,919
44.0,male,Bachelor,18907.0,19,RENT,EDUCATION,10.82,0.12,13.0,No,26,356000,1141
28.0,female,High School,12497.0,2,RENT,VENTURE,11.81,0.12,7.0,No,29,317500,912
31.0,female,Bachelor,63789.0,9,RENT,MEDICAL,7.78,0.13,7.0,No,28,327000,973
26.0,female,Associate,71707.0,5,RENT,EDUCATION,13.29,0.28,4.0,No,31,343500,923
23.0,male,Master,81864.0,1,RENT,MEDICAL,16.94,0.24,3.0,No,32,343000,893
27.0,female,Associate,59408.0,7,RENT,MEDICAL,12.6,0.29,9.0,No,28,294000,875
28.0,female,Bachelor,20167.0,5,RENT,EDUCATION,8.53,0.15,7.0,No,29,315500,906
38.0,male,Bachelor,48984.0,11,RENT,EDUCATION,12.41,0.37,17.0,No,28,356500,1061
24.0,male,Bachelor,77639.0,2,RENT,DEBTCONSOLIDATION,11.31,0.13,4.0,No,27,275500,850
25.0,male,High School,144805.0,1,MORTGAGE,EDUCATION,11.23,0.05,4.0,No,29,308500,886
23.0,female,Bachelor,43995.0,0,RENT,PERSONAL,13.16,0.34,3.0,No,31,330500,888
23.0,female,Associate,24038.0,3,RENT,PERSONAL,15.35,0.33,4.0,No,31,336500,904
26.0,male,Bachelor,23679.0,2,RENT,DEBTCONSOLIDATION,8.95,0.15,3.0,No,31,342000,919
34.0,female,Bachelor,38222.0,12,RENT,MEDICAL,14.15,0.21,11.0,No,28,339000,1008
23.0,female,Master,59804.0,1,RENT,DEBTCONSOLIDATION,10.75,0.16,3.0,No,30,314500,873
25.0,male,Associate,41814.0,2,MORTGAGE,MEDICAL,13.03,0.09,6.0,No,27,282000,870
24.0,male,High School,83773.0,1,MORTGAGE,HOMEIMPROVEMENT,14.75,0.18,3.0,No,31,331000,889
28.0,male,Master,30926.0,4,RENT,EDUCATION,10.49,0.35,9.0,No,32,376500,980
24.0,male,Bachelor,42155.0,4,RENT,PERSONAL,10.83,0.07,5.0,No,32,348500,907
23.0,female,Associate,47878.0,0,RENT,MEDICAL,14.19,0.31,4.0,No,31,332500,893
23.0,male,High School,30871.0,0,RENT,DEBTCONSOLIDATION,11.74,0.34,3.0,No,30,312500,868
23.0,male,Master,64884.0,0,RENT,VENTURE,7.65,0.27,4.0,No,29,305000,876
22.0,male,Associate,38489.0,0,RENT,MEDICAL,12.76,0.26,4.0,No,29,293500,843
23.0,male,Master,29775.0,0,RENT,MEDICAL,10.75,0.09,3.0,No,32,347000,903
27.0,female,High School,56290.0,3,MORTGAGE,MEDICAL,15.99,0.16,7.0,No,28,305000,907
25.0,male,Associate,41698.0,3,RENT,PERSONAL,15.82,0.23,5.0,No,30,326000,905
23.0,male,High School,57319.0,3,RENT,VENTURE,11.37,0.42,5.0,No,31,335000,900
29.0,male,Associate,37345.0,5,RENT,DEBTCONSOLIDATION,12.54,0.21,6.0,No,28,308000,916
27.0,female,Master,86249.0,5,RENT,DEBTCONSOLIDATION,13.8,0.04,5.0,No,29,324000,931
24.0,male,Bachelor,76551.0,2,RENT,MEDICAL,15.72,0.22,4.0,No,30,312500,868
23.0,female,Bachelor,54869.0,1,RENT,MEDICAL,13.27,0.36,3.0,No,30,310500,862
26.0,female,High School,35767.0,1,RENT,PERSONAL,14.31,0.17,4.0,No,28,302500,900
25.0,female,High School,84884.0,3,RENT,EDUCATION,13.71,0.29,4.0,No,29,309000,887
22.0,female,High School,58304.0,1,RENT,PERSONAL,11.48,0.26,3.0,No,29,287000,824
41.0,male,Associate,282175.0,16,MORTGAGE,MEDICAL,15.7,0.09,16.0,No,23,293500,1063
31.0,male,Bachelor,179706.0,10,MORTGAGE,DEBTCONSOLIDATION,16.72,0.16,8.0,No,29,342000,982
27.0,female,Associate,51303.0,7,RENT,VENTURE,9.96,0.27,5.0,No,29,321000,922
23.0,male,Associate,20873.0,3,RENT,DEBTCONSOLIDATION,10.68,0.21,4.0,No,30,313500,870
26.0,male,High School,62228.0,5,RENT,EDUCATION,15.71,0.33,5.0,No,30,327000,908
28.0,female,Associate,37138.0,4,RENT,EDUCATION,15.28,0.19,7.0,No,28,300000,892
26.0,male,High School,88629.0,7,MORTGAGE,EDUCATION,14.98,0.31,2.0,No,29,309000,887
27.0,male,High School,66271.0,2,RENT,MEDICAL,14.98,0.17,10.0,No,26,267500,857
32.0,male,Doctorate,44246.0,7,RENT,MEDICAL,10.25,0.28,6.0,No,30,352000,977
27.0,male,Master,58452.0,3,RENT,VENTURE,10.6,0.43,7.0,No,30,338000,938
36.0,male,Bachelor,87385.0,11,RENT,MEDICAL,17.57,0.29,10.0,No,28,339000,1008
23.0,male,Bachelor,24438.0,2,RENT,MEDICAL,14.49,0.32,4.0,No,31,327500,880
30.0,female,Master,92097.0,6,MORTGAGE,DEBTCONSOLIDATION,16.24,0.05,11.0,No,28,308500,918
30.0,female,Associate,59255.0,7,RENT,MEDICAL,10.98,0.25,9.0,No,26,288000,923
23.0,female,High School,65757.0,0,RENT,DEBTCONSOLIDATION,16.07,0.09,3.0,No,30,306500,851
36.0,male,Bachelor,71461.0,15,RENT,EDUCATION,11.8,0.14,14.0,No,29,357000,1025
28.0,male,Master,40000.0,8,RENT,PERSONAL,14.6,0.18,7.0,No,28,312000,928
38.0,female,High School,215984.0,11,RENT,VENTURE,11.32,0.1,16.0,No,23,274500,994
23.0,female,High School,22679.0,1,RENT,MEDICAL,15.97,0.12,2.0,No,29,298000,856
24.0,male,Associate,56526.0,2,RENT,EDUCATION,13.75,0.52,2.0,No,30,321000,891
27.0,male,High School,52160.0,4,RENT,DEBTCONSOLIDATION,11.71,0.07,5.0,No,29,322000,925
25.0,female,High School,39466.0,2,RENT,MEDICAL,8.43,0.31,2.0,No,29,313500,900
24.0,male,Bachelor,40645.0,3,RENT,DEBTCONSOLIDATION,14.16,0.15,4.0,No,31,341000,916
22.0,male,Bachelor,35414.0,0,RENT,MEDICAL,14.96,0.11,4.0,No,32,337000,877
23.0,male,High School,51763.0,0,RENT,VENTURE,12.46,0.31,3.0,No,31,327000,879
23.0,female,Master,51910.0,3,RENT,HOMEIMPROVEMENT,12.48,0.12,4.0,No,32,345000,898
24.0,male,Associate,68848.0,0,MORTGAGE,MEDICAL,11.4,0.08,4.0,No,27,264000,814
23.0,female,Associate,36803.0,0,RENT,EDUCATION,13.78,0.24,4.0,No,31,331500,891
28.0,female,Bachelor,101837.0,6,MORTGAGE,EDUCATION,15.72,0.03,7.0,No,30,338500,940
36.0,female,High School,34828.0,14,RENT,MEDICAL,10.83,0.18,10.0,No,27,327000,1009
29.0,female,Bachelor,72833.0,8,MORTGAGE,EDUCATION,15.26,0.08,10.0,No,27,296500,915
24.0,male,Master,66009.0,1,RENT,PERSONAL,16.06,0.3,3.0,No,30,326500,906
23.0,female,Associate,137613.0,0,MORTGAGE,HOMEIMPROVEMENT,15.14,0.04,3.0,No,30,315500,876
23.0,female,Associate,35728.0,0,RENT,HOMEIMPROVEMENT,13.72,0.38,4.0,No,31,339500,912
27.0,male,Bachelor,47781.0,6,RENT,PERSONAL,13.94,0.15,7.0,No,27,283500,875
28.0,female,Associate,62977.0,6,RENT,HOMEIMPROVEMENT,14.96,0.05,7.0,No,27,297500,918
23.0,female,High School,54921.0,2,RENT,PERSONAL,13.13,0.18,3.0,No,29,304000,873
25.0,female,Associate,95778.0,1,RENT,MEDICAL,15.44,0.12,3.0,No,31,336500,904
28.0,female,High School,14898.0,6,OWN,EDUCATION,7.77,0.14,6.0,No,31,349000,938
29.0,male,Bachelor,90678.0,6,RENT,MEDICAL,12.93,0.15,7.0,No,29,335000,962
24.0,male,Master,45833.0,4,RENT,DEBTCONSOLIDATION,13.24,0.06,4.0,No,32,356500,928
29.0,male,Bachelor,17834.0,8,RENT,VENTURE,8.68,0.28,5.0,No,30,346500,962
23.0,female,Master,73040.0,0,RENT,PERSONAL,11.48,0.35,3.0,No,28,281000,836
30.0,female,Bachelor,30784.0,7,RENT,MEDICAL,10.92,0.39,8.0,No,27,303500,936
27.0,female,Bachelor,69043.0,3,MORTGAGE,MEDICAL,14.57,0.21,7.0,No,30,334500,929
24.0,male,High School,10953.0,0,RENT,DEBTCONSOLIDATION,7.34,0.25,4.0,No,30,320500,890
37.0,female,Associate,38215.0,13,RENT,MEDICAL,15.55,0.1,14.0,No,27,332000,1024
25.0,female,Bachelor,51655.0,3,RENT,VENTURE,14.26,0.19,3.0,No,31,341500,918
21.0,male,Associate,39503.0,0,RENT,DEBTCONSOLIDATION,11.13,0.38,3.0,No,31,319500,858
24.0,male,Associate,77881.0,1,RENT,DEBTCONSOLIDATION,8.4,0.19,2.0,No,31,343000,922
29.0,female,Bachelor,72963.0,6,RENT,PERSONAL,19.5,0.34,10.0,No,28,306500,912
24.0,female,Associate,47817.0,0,RENT,HOMEIMPROVEMENT,14.26,0.33,4.0,No,28,287500,855
23.0,male,Associate,36906.0,1,RENT,MEDICAL,12.95,0.27,2.0,No,31,328000,881
28.0,male,Associate,59923.0,3,RENT,MEDICAL,13.91,0.25,5.0,No,28,312500,930
28.0,male,Bachelor,21570.0,2,RENT,DEBTCONSOLIDATION,13.01,0.15,6.0,No,27,287000,885
31.0,male,Associate,26928.0,9,RENT,PERSONAL,9.79,0.33,5.0,No,29,332500,955
32.0,female,Master,83917.0,12,RENT,VENTURE,15.68,0.24,7.0,No,28,320500,953
26.0,male,High School,42168.0,3,RENT,MEDICAL,15.98,0.09,7.0,No,30,333000,925
31.0,female,Bachelor,37042.0,5,RENT,DEBTCONSOLIDATION,10.19,0.27,7.0,No,25,266000,886
26.0,female,Bachelor,68462.0,6,MORTGAGE,MEDICAL,15.23,0.22,6.0,No,30,326500,906
24.0,female,Associate,66993.0,1,RENT,EDUCATION,11.4,0.37,4.0,No,26,244500,783
31.0,male,Bachelor,62278.0,8,RENT,MEDICAL,16.51,0.21,9.0,No,28,318500,947
31.0,female,Associate,54787.0,5,RENT,PERSONAL,7.91,0.26,6.0,No,27,304500,939
39.0,female,Bachelor,41713.0,18,RENT,DEBTCONSOLIDATION,14.13,0.46,11.0,No,27,340000,1049
29.0,male,High School,65832.0,2,RENT,DEBTCONSOLIDATION,18.58,0.3,6.0,No,28,315000,937
25.0,female,Associate,13092.0,1,RENT,DEBTCONSOLIDATION,7.93,0.14,3.0,No,28,289500,861
24.0,male,Associate,53810.0,0,RENT,MEDICAL,14.91,0.09,2.0,No,27,268500,828
31.0,female,Associate,36959.0,8,RENT,VENTURE,18.42,0.16,8.0,No,25,264000,880
30.0,male,Bachelor,29742.0,7,RENT,DEBTCONSOLIDATION,12.43,0.34,10.0,No,29,339500,975
26.0,male,Associate,27139.0,2,RENT,DEBTCONSOLIDATION,15.11,0.24,6.0,No,27,278500,859
23.0,male,Bachelor,76387.0,0,RENT,MEDICAL,14.53,0.21,3.0,No,32,343500,894
27.0,male,Associate,34574.0,6,RENT,HOMEIMPROVEMENT,15.89,0.1,5.0,No,29,322500,926
32.0,male,Bachelor,84746.0,12,RENT,EDUCATION,13.15,0.27,5.0,No,30,354500,984
29.0,female,High School,41751.0,3,RENT,MEDICAL,13.0,0.19,10.0,No,25,266000,886
24.0,male,High School,34690.0,0,RENT,MEDICAL,6.23,0.27,3.0,No,28,282500,840
40.0,male,Associate,39691.0,21,RENT,DEBTCONSOLIDATION,14.79,0.2,15.0,No,25,309000,1030
27.0,male,Master,79825.0,1,RENT,MEDICAL,15.3,0.13,5.0,No,30,342500,951
23.0,male,Bachelor,29553.0,0,RENT,HOMEIMPROVEMENT,11.12,0.1,5.0,No,31,324000,870
28.0,male,Bachelor,51275.0,8,RENT,HOMEIMPROVEMENT,14.45,0.12,5.0,No,29,329000,945
24.0,female,High School,71766.0,1,RENT,MEDICAL,10.77,0.04,4.0,No,28,289500,861
30.0,male,Associate,48908.0,10,RENT,MEDICAL,12.72,0.29,8.0,No,28,311500,927
27.0,male,Bachelor,118599.0,7,RENT,DEBTCONSOLIDATION,14.67,0.13,3.0,No,28,295500,879
23.0,female,Bachelor,37317.0,0,RENT,DEBTCONSOLIDATION,17.46,0.16,4.0,No,31,333000,895
25.0,male,Bachelor,37253.0,0,RENT,DEBTCONSOLIDATION,10.95,0.32,6.0,No,31,337000,905
34.0,male,High School,31194.0,10,RENT,DEBTCONSOLIDATION,7.54,0.32,10.0,No,25,278500,928
28.0,male,Bachelor,65899.0,7,RENT,HOMEIMPROVEMENT,14.32,0.03,6.0,No,26,276500,886
23.0,female,Bachelor,42735.0,0,RENT,DEBTCONSOLIDATION,9.02,0.28,4.0,No,31,323500,869
24.0,female,Associate,49231.0,2,RENT,DEBTCONSOLIDATION,10.26,0.17,3.0,No,31,334000,897
26.0,female,Bachelor,22961.0,6,RENT,HOMEIMPROVEMENT,10.89,0.28,4.0,No,30,336500,934
21.0,male,Bachelor,24791.0,0,RENT,MEDICAL,8.16,0.37,4.0,No,28,270500,805
27.0,male,High School,36681.0,1,RENT,HOMEIMPROVEMENT,16.08,0.07,9.0,No,29,311500,895
28.0,male,Master,65930.0,7,MORTGAGE,PERSONAL,15.51,0.18,7.0,No,30,331500,920
25.0,male,High School,27710.0,4,RENT,DEBTCONSOLIDATION,11.34,0.14,4.0,No,27,275000,848
31.0,female,Associate,74475.0,10,RENT,DEBTCONSOLIDATION,12.67,0.1,8.0,No,30,360000,1000
34.0,male,Associate,81864.0,11,MORTGAGE,MEDICAL,14.13,0.18,8.0,No,27,319500,986
31.0,female,Bachelor,83980.0,11,RENT,MEDICAL,15.48,0.29,6.0,No,29,333000,956
25.0,female,Master,36129.0,0,RENT,MEDICAL,12.73,0.07,4.0,No,32,355500,925
29.0,male,Associate,37038.0,6,MORTGAGE,PERSONAL,16.38,0.11,5.0,No,29,325000,933
27.0,female,Master,27697.0,6,RENT,PERSONAL,13.71,0.2,7.0,No,30,337000,936
25.0,male,Associate,44231.0,6,RENT,DEBTCONSOLIDATION,15.04,0.34,2.0,No,31,341500,918
25.0,male,High School,24283.0,2,RENT,VENTURE,9.62,0.21,2.0,No,29,308500,886
26.0,male,Bachelor,69699.0,3,RENT,MEDICAL,15.56,0.17,6.0,No,30,321500,893
31.0,male,Associate,24768.0,6,RENT,MEDICAL,16.54,0.2,8.0,No,22,223000,844
31.0,male,Bachelor,92416.0,9,MORTGAGE,DEBTCONSOLIDATION,17.28,0.05,8.0,No,28,327500,974
26.0,male,Bachelor,57476.0,0,RENT,VENTURE,11.99,0.43,7.0,No,27,271500,837
